id,gid,x,y,v_x,v_y,radius,time
0,0,10.159602,0.354952,-0.129964,-0.003043,0.200000,0.050000
1,0,12.541904,0.591308,-0.129926,-0.004380,0.200000,0.050000
2,0,7.315540,-0.121917,-0.129994,0.001287,0.200000,0.050000
3,0,6.798056,-0.839916,-0.129672,0.009231,0.200000,0.050000
4,0,8.828558,0.699684,-0.129834,-0.006569,0.200000,0.050000
5,0,5.217169,0.534264,-0.129823,-0.006789,0.200000,0.050000
6,0,13.689010,-1.049466,-0.129796,0.007289,0.200000,0.050000
7,0,10.853500,-0.169775,-0.129993,0.001392,0.200000,0.050000
8,0,13.306403,-0.537250,-0.129944,0.003814,0.200000,0.050000
9,0,8.023051,-0.220514,-0.129981,0.002201,0.200000,0.050000
10,0,6.856801,0.219418,-0.129978,-0.002405,0.200000,0.050000
11,0,14.754404,-0.691021,-0.129921,0.004545,0.200000,0.050000
12,0,13.403403,0.595294,-0.129932,-0.004203,0.200000,0.050000
13,0,8.519800,0.131723,-0.129994,-0.001267,0.200000,0.050000
14,0,6.805844,-0.414673,-0.129920,0.004563,0.200000,0.050000
15,0,13.605610,1.020484,-0.129805,-0.007120,0.200000,0.050000
16,0,6.439160,0.049959,-0.129999,-0.000568,0.200000,0.050000
17,0,6.772938,0.882411,-0.129636,-0.009717,0.200000,0.050000
18,0,9.491933,-0.437445,-0.129941,0.003922,0.200000,0.050000
19,0,7.325805,-0.838949,-0.129700,0.008828,0.200000,0.050000
20,1,7.298880,7.706970,-0.023810,-0.127801,0.200000,0.050000
21,1,8.364611,-4.201477,-0.029780,-0.126543,0.200000,0.050000
22,1,7.111531,2.329550,-0.001176,-0.129995,0.200000,0.050000
23,1,9.086453,-3.082913,-0.037542,-0.124461,0.200000,0.050000
24,1,5.310845,5.483508,0.014099,-0.129233,0.200000,0.050000
25,1,8.411736,-2.035580,-0.022689,-0.128005,0.200000,0.050000
26,1,6.822040,6.561810,0.001397,-0.129992,0.200000,0.050000
27,1,5.168068,1.216815,0.020954,-0.128300,0.200000,0.050000
28,1,4.810628,3.016360,0.021563,-0.128199,0.200000,0.050000
29,1,4.813771,0.702686,0.026018,-0.127370,0.200000,0.050000
30,1,7.602839,3.440397,-0.005825,-0.129869,0.200000,0.050000
31,1,7.275493,-4.351442,-0.006333,-0.129846,0.200000,0.050000
32,1,5.645445,2.233199,0.014307,-0.129210,0.200000,0.050000
33,1,7.976907,5.357623,-0.008253,-0.129738,0.200000,0.050000
34,1,4.927924,6.629850,0.016074,-0.129002,0.200000,0.050000
35,1,9.183313,3.778260,-0.020346,-0.128398,0.200000,0.050000
36,1,6.196857,4.201830,0.007340,-0.129793,0.200000,0.050000
37,1,8.551996,3.856170,-0.014471,-0.129192,0.200000,0.050000
38,1,9.140369,4.625429,-0.018824,-0.128630,0.200000,0.050000
39,1,6.798979,8.862000,0.001385,-0.129993,0.200000,0.050000
0,0,10.147255,0.354662,-0.246934,-0.005791,0.200000,0.100000
1,0,12.529561,0.590892,-0.246860,-0.008321,0.200000,0.100000
2,0,7.303221,-0.121775,-0.246392,0.002827,0.200000,0.100000
3,0,6.785565,-0.849725,-0.249819,-0.196168,0.200000,0.100000
4,0,8.816237,0.699048,-0.246427,-0.012713,0.200000,0.100000
5,0,5.235678,0.508924,0.370177,-0.506789,0.200000,0.100000
6,0,13.676680,-1.048773,-0.246611,0.013848,0.200000,0.100000
7,0,10.841151,-0.169643,-0.246985,0.002644,0.200000,0.100000
8,0,13.294058,-0.536888,-0.246894,0.007246,0.200000,0.100000
9,0,8.010703,-0.220307,-0.246951,0.004132,0.200000,0.100000
10,0,6.844530,0.219206,-0.245425,-0.004236,0.200000,0.100000
11,0,14.742062,-0.690589,-0.246849,0.008635,0.200000,0.100000
12,0,13.391059,0.594893,-0.246886,-0.008010,0.200000,0.100000
13,0,8.507453,0.131603,-0.246946,-0.002395,0.200000,0.100000
14,0,6.793674,-0.403554,-0.243405,0.222379,0.200000,0.100000
15,0,13.593279,1.019809,-0.246615,-0.013503,0.200000,0.100000
16,0,6.426890,0.049809,-0.245409,-0.002991,0.200000,0.100000
17,0,6.760617,0.881374,-0.246414,-0.020749,0.200000,0.100000
18,0,9.479589,-0.437073,-0.246882,0.007430,0.200000,0.100000
19,0,7.313488,-0.838116,-0.246338,0.016655,0.200000,0.100000
20,1,7.296618,7.694829,-0.045239,-0.242822,0.200000,0.100000
21,1,8.361782,-4.213499,-0.056582,-0.240431,0.200000,0.100000
22,1,7.111407,2.317212,-0.002491,-0.246758,0.200000,0.100000
23,1,9.082886,-3.094737,-0.071330,-0.236476,0.200000,0.100000
24,1,5.312184,5.471231,0.026787,-0.245543,0.200000,0.100000
25,1,8.409580,-2.047741,-0.043110,-0.243209,0.200000,0.100000
26,1,6.822173,6.549461,0.002654,-0.246986,0.200000,0.100000
27,1,5.169979,1.204722,0.038224,-0.241858,0.200000,0.100000
28,1,4.812677,3.004182,0.040972,-0.243570,0.200000,0.100000
29,1,4.790072,0.721317,-0.473982,0.372630,0.200000,0.100000
30,1,7.602285,3.428059,-0.011066,-0.246742,0.200000,0.100000
31,1,7.274892,-4.363778,-0.012033,-0.246707,0.200000,0.100000
32,1,5.646810,2.221039,0.027289,-0.243212,0.200000,0.100000
33,1,7.976123,5.345298,-0.015680,-0.246502,0.200000,0.100000
34,1,4.929451,6.617595,0.030540,-0.245105,0.200000,0.100000
35,1,9.181380,3.766062,-0.038657,-0.243956,0.200000,0.100000
36,1,6.197554,4.189500,0.013946,-0.246606,0.200000,0.100000
37,1,8.550622,3.843897,-0.027494,-0.245465,0.200000,0.100000
38,1,9.138580,4.613209,-0.035767,-0.244396,0.200000,0.100000
39,1,6.799111,8.849651,0.002632,-0.246986,0.200000,0.100000
0,0,10.129642,0.354234,-0.352268,-0.008562,0.200000,0.150000
1,0,12.511956,0.590297,-0.352089,-0.011900,0.200000,0.150000
2,0,7.285878,-0.121422,-0.346855,0.007064,0.200000,0.150000
3,0,6.767840,-0.858085,-0.354501,-0.167203,0.200000,0.150000
4,0,8.798746,0.698067,-0.349824,-0.019627,0.200000,0.150000
5,0,5.229187,0.467484,-0.129823,-0.828809,0.200000,0.150000
6,0,13.659092,-1.047786,-0.351744,0.019749,0.200000,0.150000
7,0,10.823539,-0.169458,-0.352244,0.003699,0.200000,0.150000
8,0,13.276451,-0.536372,-0.352146,0.010328,0.200000,0.150000
9,0,7.993100,-0.220047,-0.352075,0.005213,0.200000,0.150000
10,0,6.828648,0.232393,-0.317647,0.263750,0.200000,0.150000
11,0,14.724457,-0.689973,-0.352085,0.012316,0.200000,0.150000
12,0,13.373387,0.594214,-0.353438,-0.013586,0.200000,0.150000
13,0,8.489875,0.131439,-0.351555,-0.003284,0.200000,0.150000
14,0,6.774564,-0.406823,-0.382202,-0.065382,0.200000,0.150000
15,0,13.575757,1.018954,-0.350449,-0.017098,0.200000,0.150000
16,0,6.391187,0.057182,-0.714044,0.147452,0.200000,0.150000
17,0,6.742976,0.880600,-0.352840,-0.015476,0.200000,0.150000
18,0,9.461987,-0.436565,-0.352030,0.010177,0.200000,0.150000
19,0,7.296567,-0.836783,-0.338416,0.026652,0.200000,0.150000
20,1,7.293391,7.677512,-0.064525,-0.346341,0.200000,0.150000
21,1,8.357752,-4.230641,-0.080602,-0.342843,0.200000,0.150000
22,1,7.111146,2.299689,-0.005213,-0.350461,0.200000,0.150000
23,1,9.077799,-3.111601,-0.101739,-0.337290,0.200000,0.150000
24,1,5.314095,5.453720,0.038207,-0.350222,0.200000,0.150000
25,1,8.406506,-2.065085,-0.061489,-0.346893,0.200000,0.150000
26,1,6.822362,6.531847,0.003786,-0.352277,0.200000,0.150000
27,1,5.172451,1.187785,0.049445,-0.338745,0.200000,0.150000
28,1,4.815582,2.986859,0.058102,-0.346447,0.200000,0.150000
29,1,4.770055,0.731719,-0.400340,0.208044,0.200000,0.150000
30,1,7.601499,3.410478,-0.015721,-0.351631,0.200000,0.150000
31,1,7.274028,-4.381376,-0.017265,-0.351970,0.200000,0.150000
32,1,5.648815,2.204179,0.040114,-0.337201,0.200000,0.150000
33,1,7.975005,5.327719,-0.022370,-0.351583,0.200000,0.150000
34,1,4.931629,6.600115,0.043559,-0.349597,0.200000,0.150000
35,1,9.178628,3.748664,-0.055042,-0.347970,0.200000,0.150000
36,1,6.198548,4.171915,0.019872,-0.351699,0.200000,0.150000
37,1,8.548656,3.826392,-0.039311,-0.350099,0.200000,0.150000
38,1,9.136029,4.595781,-0.051025,-0.348556,0.200000,0.150000
39,1,6.799299,8.832037,0.003754,-0.352280,0.200000,0.150000
0,0,10.107280,0.353644,-0.447241,-0.011807,0.200000,0.200000
1,0,12.489619,0.589535,-0.446752,-0.015246,0.200000,0.200000
2,0,7.263765,-0.121029,-0.442265,0.007872,0.200000,0.200000
3,0,6.745405,-0.865136,-0.448707,-0.141029,0.200000,0.200000
4,0,8.776698,0.696688,-0.440952,-0.027575,0.200000,0.200000
5,0,5.216851,0.429891,-0.246705,-0.751863,0.200000,0.200000
6,0,13.636775,-1.046534,-0.446349,0.025035,0.200000,0.200000
7,0,10.801195,-0.169237,-0.446871,0.004427,0.200000,0.200000
8,0,13.254108,-0.535719,-0.446856,0.013059,0.200000,0.200000
9,0,7.970764,-0.219805,-0.446721,0.004842,0.200000,0.200000
10,0,6.811756,0.231644,-0.337836,-0.014989,0.200000,0.200000
11,0,14.702117,-0.689192,-0.446797,0.015629,0.200000,0.200000
12,0,13.350986,0.593392,-0.448016,-0.016432,0.200000,0.200000
13,0,8.467638,0.131229,-0.444752,-0.004188,0.200000,0.200000
14,0,6.750868,-0.409541,-0.473904,-0.054355,0.200000,0.200000
15,0,13.553496,1.017829,-0.445202,-0.022505,0.200000,0.200000
16,0,6.352889,0.061712,-0.765976,0.090611,0.200000,0.200000
17,0,6.716715,0.891908,-0.525213,0.226161,0.200000,0.200000
18,0,9.439664,-0.435972,-0.446474,0.011857,0.200000,0.200000
19,0,7.274951,-0.835243,-0.432323,0.030811,0.200000,0.200000
20,1,7.289297,7.655537,-0.081884,-0.439505,0.200000,0.200000
21,1,8.352667,-4.252369,-0.101696,-0.434554,0.200000,0.200000
