id,gid,x,y,v_x,v_y,radius,time
0,0,10.155168,0.359123,-0.218637,0.080382,0.200000,0.050000
1,0,12.532182,0.590775,-0.324362,-0.015032,0.200000,0.050000
2,0,7.339719,-0.108948,0.353572,0.260654,0.200000,0.050000
3,0,6.794725,-0.865378,-0.196293,-0.500000,0.200000,0.050000
4,0,8.835941,0.710829,0.017818,0.216344,0.200000,0.050000
5,0,5.248660,0.509603,0.500000,-0.500000,0.200000,0.050000
6,0,13.698084,-1.059839,0.051686,-0.200184,0.200000,0.050000
7,0,10.858467,-0.174242,-0.030652,-0.087946,0.200000,0.050000
8,0,13.294837,-0.519073,-0.361263,0.367352,0.200000,0.050000
9,0,8.004550,-0.236714,-0.500000,-0.321792,0.200000,0.050000
10,0,6.888300,0.244538,0.500000,0.500000,0.200000,0.050000
11,0,14.757930,-0.689105,-0.059403,0.042856,0.200000,0.050000
12,0,13.384900,0.570504,-0.500000,-0.500000,0.200000,0.050000
13,0,8.541181,0.146196,0.297617,0.288197,0.200000,0.050000
14,0,6.809987,-0.389901,-0.047058,0.500000,0.200000,0.050000
15,0,13.637100,1.045840,0.500000,0.500000,0.200000,0.050000
16,0,6.420660,0.024987,-0.500000,-0.500000,0.200000,0.050000
17,0,6.770520,0.901541,-0.178001,0.372875,0.200000,0.050000
18,0,9.489392,-0.441846,-0.180768,-0.084106,0.200000,0.050000
19,0,7.355619,-0.838731,0.466572,0.013172,0.200000,0.050000
20,1,7.300960,7.710624,0.017801,-0.054722,0.200000,0.050000
21,1,8.368887,-4.200086,0.055732,-0.098717,0.200000,0.050000
22,1,7.112292,2.332607,0.014036,-0.068854,0.200000,0.050000
23,1,9.088312,-3.086699,-0.000366,-0.200176,0.200000,0.050000
24,1,5.312866,5.479471,0.054511,-0.209990,0.200000,0.050000
25,1,8.409553,-2.033121,-0.066335,-0.078830,0.200000,0.050000
26,1,6.820921,6.559345,-0.020984,-0.179290,0.200000,0.050000
27,1,5.177538,1.228554,0.210367,0.106476,0.200000,0.050000
28,1,4.806244,3.019690,-0.066116,-0.061596,0.200000,0.050000
29,1,4.787470,0.734054,-0.500000,0.500000,0.200000,0.050000
30,1,7.598581,3.438002,-0.090981,-0.177758,0.200000,0.050000
31,1,7.271037,-4.352412,-0.095453,-0.149242,0.200000,0.050000
32,1,5.648223,2.236739,0.069866,-0.058422,0.200000,0.050000
33,1,7.975027,5.359285,-0.045863,-0.096510,0.200000,0.050000
34,1,4.927035,6.634341,-0.001694,-0.039180,0.200000,0.050000
35,1,9.200092,3.776647,0.315247,-0.160662,0.200000,0.050000
36,1,6.198354,4.199455,0.037274,-0.177305,0.200000,0.050000
37,1,8.531849,3.860241,-0.417411,-0.047777,0.200000,0.050000
38,1,9.140720,4.632096,-0.011808,0.004725,0.200000,0.050000
39,1,6.798540,8.864792,-0.007391,-0.074152,0.200000,0.050000
0,0,10.146036,0.362823,-0.182648,0.074000,0.200000,0.100000
1,0,12.505078,0.594538,-0.542074,0.075253,0.200000,0.100000
2,0,7.332397,-0.073119,-0.146428,0.716588,0.200000,0.100000
3,0,6.776789,-0.891854,-0.358733,-0.529527,0.200000,0.100000
4,0,8.838086,0.742731,0.042903,0.638030,0.200000,0.100000
5,0,5.257391,0.499222,0.174624,-0.207629,0.200000,0.100000
6,0,13.693921,-1.068480,-0.083275,-0.172809,0.200000,0.100000
7,0,10.848111,-0.177412,-0.207121,-0.063395,0.200000,0.100000
8,0,13.273985,-0.522520,-0.417045,-0.068930,0.200000,0.100000
9,0,8.002483,-0.274346,-0.041346,-0.752653,0.200000,0.100000
10,0,6.890475,0.285869,0.043501,0.826618,0.200000,0.100000
11,0,14.748761,-0.686950,-0.183384,0.043102,0.200000,0.100000
12,0,13.354572,0.568998,-0.606555,-0.030122,0.200000,0.100000
13,0,8.541426,0.136362,0.004909,-0.196677,0.200000,0.100000
14,0,6.803359,-0.371575,-0.132557,0.366528,0.200000,0.100000
15,0,13.653110,1.067976,0.320204,0.442716,0.200000,0.100000
16,0,6.370660,0.008086,-1.000000,-0.338028,0.200000,0.100000
17,0,6.761639,0.918149,-0.177615,0.332165,0.200000,0.100000
18,0,9.479363,-0.445036,-0.200574,-0.063788,0.200000,0.100000
19,0,7.356275,-0.863073,0.013123,-0.486828,0.200000,0.100000
20,1,7.301666,7.699698,0.014109,-0.218518,0.200000,0.100000
21,1,8.366556,-4.214830,-0.046603,-0.294884,0.200000,0.100000
22,1,7.117956,2.327161,0.113289,-0.108918,0.200000,0.100000
23,1,9.088333,-3.097671,0.000429,-0.219435,0.200000,0.100000
24,1,5.314557,5.462293,0.033826,-0.343549,0.200000,0.100000
25,1,8.406220,-2.044128,-0.066662,-0.220129,0.200000,0.100000
26,1,6.818175,6.545917,-0.054914,-0.268569,0.200000,0.100000
27,1,5.186111,1.217957,0.171463,-0.211926,0.200000,0.100000
28,1,4.801169,3.011759,-0.101503,-0.158626,0.200000,0.100000
29,1,4.766282,0.750188,-0.423756,0.322677,0.200000,0.100000
30,1,7.589799,3.416612,-0.175649,-0.427809,0.200000,0.100000
31,1,7.264882,-4.366145,-0.123111,-0.274659,0.200000,0.100000
32,1,5.656162,2.235033,0.158776,-0.034122,0.200000,0.100000
33,1,7.969957,5.349658,-0.101398,-0.192534,0.200000,0.100000
34,1,4.927490,6.627841,0.009092,-0.130003,0.200000,0.100000
35,1,9.213734,3.763052,0.272839,-0.271890,0.200000,0.100000
36,1,6.202147,4.182289,0.075858,-0.343308,0.200000,0.100000
37,1,8.515925,3.857765,-0.318485,-0.049528,0.200000,0.100000
38,1,9.141453,4.625903,0.014659,-0.123861,0.200000,0.100000
39,1,6.797539,8.857906,-0.020035,-0.137734,0.200000,0.100000
0,0,10.129989,0.368827,-0.320935,0.120074,0.200000,0.150000
1,0,12.462654,0.599471,-0.848483,0.098649,0.200000,0.150000
2,0,7.337767,-0.062289,0.107396,0.216588,0.200000,0.150000
3,0,6.752524,-0.914966,-0.485287,-0.462240,0.200000,0.150000
4,0,8.831047,0.768843,-0.140777,0.522242,0.200000,0.150000
5,0,5.260989,0.474355,0.071948,-0.497334,0.200000,0.150000
6,0,13.682367,-1.079370,-0.231077,-0.217804,0.200000,0.150000
7,0,10.834114,-0.183586,-0.279947,-0.123470,0.200000,0.150000
8,0,13.245142,-0.522988,-0.576854,-0.009361,0.200000,0.150000
9,0,8.004114,-0.304124,0.032620,-0.595553,0.200000,0.150000
10,0,6.901537,0.302200,0.221247,0.326618,0.200000,0.150000
11,0,14.734012,-0.684785,-0.294967,0.043311,0.200000,0.150000
12,0,13.332244,0.564319,-0.446558,-0.093571,0.200000,0.150000
13,0,8.527128,0.130907,-0.285958,-0.109100,0.200000,0.150000
14,0,6.785978,-0.363282,-0.347621,0.165859,0.200000,0.150000
15,0,13.661030,1.087527,0.158396,0.391014,0.200000,0.150000
16,0,6.322681,-0.020400,-0.959580,-0.569715,0.200000,0.150000
17,0,6.730785,0.959757,-0.617089,0.832165,0.200000,0.150000
18,0,9.470198,-0.451879,-0.183305,-0.136859,0.200000,0.150000
19,0,7.337811,-0.892826,-0.369278,-0.595072,0.200000,0.150000
20,1,7.302884,7.685792,0.024366,-0.278111,0.200000,0.150000
21,1,8.366036,-4.233629,-0.010403,-0.375984,0.200000,0.150000
22,1,7.122061,2.307311,0.082095,-0.397012,0.200000,0.150000
23,1,9.088529,-3.116800,0.003915,-0.382580,0.200000,0.150000
24,1,5.315629,5.439058,0.021436,-0.464711,0.200000,0.150000
25,1,8.403749,-2.065686,-0.049429,-0.431161,0.200000,0.150000
26,1,6.813843,6.528678,-0.086641,-0.344787,0.200000,0.150000
27,1,5.195370,1.213916,0.185167,-0.080822,0.200000,0.150000
28,1,4.797403,2.998180,-0.075328,-0.271586,0.200000,0.150000
29,1,4.746479,0.756022,-0.396063,0.116686,0.200000,0.150000
